,course_title,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,subject
3181,Successful website creation - everything you need to know,True,150,9384,21,16,All Levels,1.5 hours,Web Development
478,Beginners Guide to Stock Market Investing,False,Free,3283,109,42,Beginner Level,2.5 hours,Business Finance
2477,Logo Design Theory & Application Bootcamp,True,50,341,57,35,All Levels,7 hours,Graphic Design
796,Complete Claritas Investment Certificate,True,50,388,56,35,All Levels,11.5 hours,Business Finance
1276,Finanzas personales: Logrando la Libertad Financiera,True,30,27,5,12,Beginner Level,2 hours,Business Finance
3331,The Docker for DevOps course: From development to production,True,25,8234,1111,110,All Levels,7.5 hours,Web Development
2071,Kids Coding - Beginner HTML,True,20,6628,53,19,Beginner Level,1 hour,Web Development
1846,Instant Harmonica - play the groovy Valens La Bamba now!,True,20,390,4,10,Beginner Level,44 mins,Musical Instruments
3366,The Securities Trade Lifecycle,True,50,1182,110,22,All Levels,4 hours,Business Finance
2242,Learn jQuery from Scratch - Master of JavaScript library,True,100,1040,14,21,All Levels,2 hours,Web Development
2117,Learn and Master the Basics of Finance,True,20,43,17,39,Beginner Level,3 hours,Business Finance
2087,LaTeX for Professional Publications,True,25,867,203,22,Beginner Level,3 hours,Graphic Design
2057,jQuery UI in Action: Build 5 jQuery UI Projects,True,150,382,28,140,All Levels,15.5 hours,Web Development
1215,Fantasy map design,True,30,7,2,18,All Levels,2.5 hours,Graphic Design
1405,Fundamentals of Accounting,True,20,1560,43,25,All Levels,3 hours,Business Finance
2108,Learn Adobe Illustrator: Semi-Automatic Mandalas Drawing,True,200,1076,15,15,All Levels,1 hour,Graphic Design
1435,Get to grips with the CFA calculator,True,20,153,8,14,All Levels,1.5 hours,Business Finance
2474,LOGO DESIGN IN POWERPOINT,True,95,1046,12,28,Beginner Level,1 hour,Graphic Design
250,All You Need To Know About AngularJS - Training On AngularJS,True,50,1936,88,53,All Levels,5 hours,Web Development
2849,Play Piano 7: Improvise on For All We Know in F Key by Ear,True,50,438,3,77,All Levels,1.5 hours,Musical Instruments
1793,Improvise On The Piano In 30 Minutes,True,40,85,8,19,Beginner Level,1.5 hours,Musical Instruments
2165,Learn E-Commerce Website in PHP & MySQL From Scratch!,False,Free,29990,1342,87,All Levels,17.5 hours,Web Development
2562,Mastering High Probability Iron Condor Options Trading,True,200,1030,11,22,All Levels,2 hours,Business Finance
2772,PHP Security,True,50,1892,147,24,All Levels,2.5 hours,Web Development
1320,FOREX Currency Trading For Beginners,True,25,35,2,28,Beginner Level,4 hours,Business Finance
3199,Take Your Career to the Next Level with MBA Finance,True,50,618,10,19,All Levels,2 hours,Business Finance
1680,How To Play Guitar - Everything You Need To Know To Start,True,50,5,1,8,Beginner Level,1 hour,Musical Instruments
26,2 Easy Steps To Investment And Avoiding Traps,True,20,828,1,20,All Levels,1 hour,Business Finance
3347,The Investment Banking Recruitment Series,True,40,17,6,26,All Levels,3.5 hours,Business Finance
3655,Xero Bookkeeping Course & Certification by Accounting Firm,True,20,7,3,15,Beginner Level,2 hours,Business Finance
2382,Learn to Play Sweet Child of Mine,True,20,0,0,23,Intermediate Level,1.5 hours,Musical Instruments
3489,Ukulele lernen für Papas mit Aram sam sam,True,55,1,0,37,Beginner Level,42 mins,Musical Instruments
951,Creating User Authentication System in CodeIgniter,True,200,2783,9,21,All Levels,1.5 hours,Web Development
3422,Trading Intradiario basado en Precio y Volumen,True,40,92,15,19,Intermediate Level,1.5 hours,Business Finance
536,Blues Guitar Lessons - Volume 2 - Slow Blues Essentials,True,45,178,21,11,All Levels,2 hours,Musical Instruments
2406,Learn to Trade for Profit: Find and Trade Winning Stocks,True,95,10605,71,77,All Levels,3 hours,Business Finance
3326,The Cost of Capital: The Key To Attract Venture Capitalists,True,50,635,4,6,All Levels,41 mins,Business Finance
573,Bossa Nova - Guitar for Beginners,True,20,589,6,8,Beginner Level,1 hour,Musical Instruments
1880,Intro to PHP Web Application Development with Symfony,True,200,4040,72,20,Beginner Level,1.5 hours,Web Development
2978,Raise Your Credit Score to 800 Or More....,True,50,844,33,40,All Levels,2 hours,Business Finance
401,Basel II,True,50,78,6,57,All Levels,3.5 hours,Business Finance
996,Curso de ejercicios técnicos al piano Vol.1,True,60,186,9,24,All Levels,1.5 hours,Musical Instruments
260,An Introduction to Financial Markets on Wall Street,True,30,7,1,29,All Levels,2 hours,Business Finance
2881,Practical Finance,True,20,4497,281,11,All Levels,1 hour,Business Finance
3338,The Fastest Way to Create a Website Using Godaddy,True,30,1454,14,12,Beginner Level,30 mins,Web Development
911,Create Beautiful Music On The Piano Like a Pro In Minutes,True,95,115,17,17,All Levels,1.5 hours,Musical Instruments
1177,Essential Options: Strategies for Mastering the Stock Market,True,50,211,9,27,Intermediate Level,5 hours,Business Finance
1729,HTML and CSS Foundations,False,Free,1544,15,29,Beginner Level,1 hour,Web Development
1427,Get Credit for Your EIN That's Not Linked to Your SSN,True,20,27,4,15,Beginner Level,1.5 hours,Business Finance
1744,HTML Tutorials : HTML Code for Website Creating,True,20,2401,15,27,All Levels,3 hours,Web Development
1388,Free Beginner Electric Guitar Lessons,False,Free,101154,1042,95,Beginner Level,4.5 hours,Musical Instruments
1959,Investing In Stocks With 10 Simple Rules,True,95,871,79,59,All Levels,2 hours,Business Finance
3056,Saxophone Pro Series - You're going to love practicing Sax,True,50,119,4,32,All Levels,5.5 hours,Musical Instruments
3471,Twitter Integration customize Tweets with developer API,True,115,2039,7,19,All Levels,1 hour,Web Development
2123,Learn Angular 4 from Scratch,False,Free,8693,522,11,Beginner Level,1.5 hours,Web Development
2348,Learn To Create Different Website Layouts & Media Queries,True,195,6510,45,22,All Levels,2 hours,Web Development
2760,PHP for Beginners,True,40,2626,95,135,Beginner Level,6 hours,Web Development
2175,Learn Fun Dreamy Piano Techniques # 2 - Play Silver Bells,True,80,1284,6,99,All Levels,2 hours,Musical Instruments
1409,Fundamentals of Forex Trading,False,Free,17160,620,23,All Levels,1 hour,Business Finance
343,Aprende a tocar la guitarra,True,50,7,1,25,All Levels,1.5 hours,Musical Instruments
675,Business Economics - Basics (College Level),True,50,3425,10,50,All Levels,4 hours,Business Finance
2534,Master Terrazzo: Creating Vector Tiles with Adobe Illustrati,True,20,2,1,11,Intermediate Level,1 hour,Graphic Design
1254,Financial Modeling in Excel for Startups,True,50,1334,86,54,Beginner Level,6 hours,Business Finance
3285,The Complete HTML and CSS Course For Beginners,True,85,733,104,50,All Levels,3 hours,Web Development
1040,Designing an eBook Cover that Sells,True,20,27,2,18,All Levels,2 hours,Graphic Design
2102,Learn About Trading Options from a real wallstreet trader,True,20,1046,17,12,All Levels,1 hour,Business Finance
1382,Formation Photoshop,True,200,6,0,11,Beginner Level,1 hour,Graphic Design
448,Become an InDesign Pro in 10 Skills,True,105,1079,172,35,Beginner Level,5 hours,Graphic Design
2008,Javascript from Beginner to Advanced Level,True,195,6134,160,50,Beginner Level,6.5 hours,Web Development
2295,Learn Python Django - A Hands-On Course,True,50,1339,21,18,Beginner Level,2 hours,Web Development
1512,Guitar Lessons - Two Handed Tapping Essentials,True,35,41,2,11,Intermediate Level,1.5 hours,Musical Instruments
1329,Forex online live trading system (Special Offer),True,200,31,8,34,All Levels,5.5 hours,Business Finance
2267,Learn Photo Manipulation - Build 3 projects,True,40,10,1,18,All Levels,2.5 hours,Graphic Design
2671,Option Trading for Rookies: Basic Option Strategies,True,95,810,27,61,All Levels,2.5 hours,Business Finance
599,Build a Single Page Application with jQuery & AJAX,True,60,486,59,27,Intermediate Level,2 hours,Web Development
190,Advance Learning Tools Corel Draw Graphics Design,True,40,797,13,70,Beginner Level,14 hours,Graphic Design
1443,Getting Started with HTML,True,40,7375,52,17,Beginner Level,1.5 hours,Web Development
1208,Expert Guide : Mastering Shapes Creation with Illustrator,True,200,2911,17,35,All Levels,5 hours,Graphic Design
3240,The Advantages of ETF Options and Index Options Trading,True,60,52,3,9,Intermediate Level,1 hour,Business Finance
2279,Learn Piano #10 Tritone Chord Substitution with Jazzy Sounds,True,60,1227,2,26,All Levels,38 mins,Musical Instruments
421,Basics of Mutual Funds for CA / CMA / CS / CFA Exams,True,125,1045,2,17,Intermediate Level,1 hour,Business Finance
2552,Mastering advance Photoshop,True,20,5787,40,21,Intermediate Level,2 hours,Graphic Design
919,Create full featured Landing Page in Ruby on Rails in 3 hour,True,30,1550,15,23,All Levels,3 hours,Web Development
1503,Guitar Lesson - Five Steps to Learn Barre Chords,True,35,57,9,9,All Levels,33 mins,Musical Instruments
286,Angular 4 Development Decoded,True,20,1802,13,8,Intermediate Level,1 hour,Web Development
685,Cómo Crear Políticas Contables bajo NIIF para PYMES,True,20,27,5,6,All Levels,1 hour,Business Finance
2570,"Mastering 'Native CSS Shapes To Build Modern Web Pages""",True,195,1040,5,30,All Levels,3.5 hours,Web Development
2449,Learning Path: React: Make Stunning React Websites,True,200,91,5,53,Expert Level,6.5 hours,Web Development
1417,Futures/Commodity Training (Basics),False,Free,4863,202,6,Beginner Level,1.5 hours,Business Finance
787,Como hacer empresa en 10 sesiones prácticas,True,20,11,2,10,Intermediate Level,30 mins,Business Finance
1719,HTML & CSS From Scratch in 30 Days,True,75,2697,64,82,Beginner Level,11.5 hours,Web Development
200,Advanced Excel functions,True,20,1964,47,15,All Levels,1.5 hours,Business Finance
3208,Teaching Music : Start teaching an instrument successfully.,True,30,1337,5,18,Beginner Level,1.5 hours,Musical Instruments
1595,How To Create A Wordpress Website 2016 | NEW Divi Theme 3.0!,True,40,4144,383,43,Beginner Level,5.5 hours,Web Development
938,"Create, Update and Manage Your Own Website Using Drupal 7",True,120,2837,68,49,All Levels,7 hours,Web Development
2839,Play Guitar and Understand Music Quick & Easy in 28 Days!,True,20,738,6,64,All Levels,9.5 hours,Musical Instruments
3200,Take your double bass drum technique to the next level,True,40,584,7,196,Intermediate Level,5.5 hours,Musical Instruments
461,Beginner Guitar Method,True,200,85,2,23,Beginner Level,4 hours,Musical Instruments
3084,Simple And Easy: Wordpress For Beginners,False,Free,5014,196,32,Beginner Level,3 hours,Web Development
3544,Vue JS 2 - The Complete Guide (incl. Vue Router & Vuex),True,190,17671,4675,329,All Levels,18 hours,Web Development
944,Creating an MP3 Player with HTML5,True,20,14551,169,14,All Levels,1.5 hours,Web Development
1108,Drum Set for Beginners,True,20,119,8,26,Beginner Level,3.5 hours,Musical Instruments
831,Contabilidad Gubernamental en México,True,30,270,22,24,All Levels,3.5 hours,Business Finance
159,Adobe Illustrator CC Beginner,True,30,2,0,37,Beginner Level,4 hours,Graphic Design
313,Apprendre à trader sur le marché du Forex - guide complet,True,140,187,47,38,Beginner Level,3 hours,Business Finance
761,Clipping Masks & Shaped images in Adobe Photoshop CC,True,90,1905,12,14,All Levels,44 mins,Graphic Design
1647,How to Make a Custom Graphic,True,20,87,8,8,Beginner Level,1 hour,Graphic Design
331,Aprende a tocar el bajo eléctrico,True,50,9,0,33,All Levels,3.5 hours,Musical Instruments
1781,illustrator CC 2015.3 - Curso básico de ferramentas,True,20,13,6,12,Beginner Level,1 hour,Graphic Design
1545,High Probability Trading Across Any Market: Stocks & Forex,True,95,353,27,105,All Levels,18.5 hours,Business Finance
178,Adobe Photoshop (Complete Beginner),True,200,98,3,33,Beginner Level,2 hours,Graphic Design
3076,Shark Accounting - Building a Business by the Numbers!,True,20,6050,140,17,Beginner Level,1.5 hours,Business Finance
1374,Forex: Economic News Trading,True,25,42,14,11,All Levels,41 mins,Business Finance
717,Castañuelas por Sevillanas - Curso del toque de castañuelas,True,40,22,2,17,All Levels,43 mins,Musical Instruments
2314,Learn Sketch 3 Mobile App Design From Scratch,True,60,528,9,20,All Levels,1.5 hours,Graphic Design
2176,Learn Fun Dreamy Piano Techniques #1 -  Play White Christmas,True,80,1474,10,102,All Levels,2 hours,Musical Instruments
1413,Fundraising 101,True,95,26,4,5,Beginner Level,1 hour,Business Finance
3381,The Ultimate Web Developer How To Guide,True,200,24861,423,281,All Levels,22.5 hours,Web Development
1423,Gestão Financeira Para Pequenas e Médias Empresas,True,115,1284,230,45,All Levels,4.5 hours,Business Finance
2288,"Learn Piano with Beyer, 15 Minutes Challenge",True,65,418,2,30,All Levels,3 hours,Musical Instruments
1309,Forex - Help I cant Trade,True,200,12,0,20,All Levels,2 hours,Business Finance
971,CSS Animations: Create Amazing Effects on Your Website,True,50,300,31,38,All Levels,3 hours,Web Development
890,Create a Powerful Website with the Cool Bootstrap Framework,False,Free,7142,41,25,All Levels,4 hours,Web Development
1814,"Instant Harmonica - Basic 12 Bar Blues course, easy and fun!",True,40,124,8,14,Beginner Level,1 hour,Musical Instruments
2045,JQuery Basics - Learn JQuery From Scratch,True,100,3559,24,18,Beginner Level,1 hour,Web Development
2085,"Laravel, the complete guide with real world projects",True,200,676,119,125,All Levels,14 hours,Web Development
3414,Trading for Beginners - Entry Level,False,Free,5077,256,16,Beginner Level,1.5 hours,Business Finance
707,Canvas image Creator HTML5 JavaScript project from Scratch,True,100,2195,10,35,Intermediate Level,3.5 hours,Web Development
1154,Einnahmen aus Udemy-Kursen als Dozent korrekt versteuern,True,30,66,16,11,Beginner Level,1 hour,Business Finance
1642,How to Invest in Stocks + Billionaire Investing Tips,True,40,1643,18,19,All Levels,2 hours,Business Finance
732,CFA Level I Workshop 4: Fixed Income and Equity,True,20,139,3,6,All Levels,1.5 hours,Business Finance
822,Complete WooCommerce Plugin Tutorial For Wordpress 2017,False,Free,7922,183,16,Beginner Level,1.5 hours,Web Development
947,Creating Custom Web Maps,True,50,208,48,29,Intermediate Level,2 hours,Web Development
1572,How to Build a Massive Stock Portfolio from Zero!,True,200,1882,51,129,All Levels,11 hours,Business Finance
1633,"How to Fund your Million Dollar Idea: Equity, Debt, Unfund",True,50,1105,3,54,Intermediate Level,6 hours,Business Finance
1804,Inkscape For Beginners 2016/2017,True,40,1029,52,26,All Levels,4 hours,Graphic Design
279,Angular 2 Master Class with Alejandro Rangel,True,30,4157,206,80,All Levels,9.5 hours,Web Development
2254,Learn MeteorJS By Building 10 Real World Projects,True,50,2784,221,79,All Levels,15 hours,Web Development
2779,PHP Zend Framework 1.11:Creating a CRUD Application,True,40,1122,5,7,All Levels,35 mins,Web Development
3559,Web Development By Doing: HTML / CSS From Scratch,False,Free,72932,2575,21,Beginner Level,1 hour,Web Development
1063,Discover Classical Guitar Level 1,True,25,1513,38,19,Beginner Level,1.5 hours,Musical Instruments
3358,The Play-Doh Technique: Fun Hand-made Vectors In Illustrator,True,20,1145,42,20,All Levels,38 mins,Graphic Design
503,Bitcoin - Ethereum: Trading -Watch me manage my own account!,True,165,431,58,22,All Levels,2.5 hours,Business Finance
1482,Guitar - 12  Strumming Patterns You Must Know For Guitar,True,50,2154,40,16,Beginner Level,1 hour,Musical Instruments
3266,The Complete Chart Pattern Trading Course: A Proven Approach,True,200,2666,115,52,All Levels,4 hours,Business Finance
3365,The Sass Course! Learn Sass for Real-World Websites,True,95,975,141,18,All Levels,3.5 hours,Web Development
3245,The Art of Icon Design: Create Custom Flat Icon Designs,True,90,778,2,24,All Levels,1.5 hours,Graphic Design
1895,Introduction to Coding with Ruby,True,45,5077,126,66,Beginner Level,3.5 hours,Web Development
1466,Graphic design - The Quick Guide,True,30,1350,29,11,Beginner Level,38 mins,Graphic Design
1384,Foundation Skills on Adobe Illustrator: Learn Fast!,True,50,2489,39,16,Beginner Level,2 hours,Graphic Design
143,Add realistic car paint to your pencil drawing in Photoshop!,True,25,17,3,8,Beginner Level,1 hour,Graphic Design
308,✔️ Illustrator CC : Be a Graphic Designer in Illustrator CC,True,25,1456,62,77,All Levels,6.5 hours,Graphic Design
38,4. Ordinary Simple Annuities: The Basics,True,20,237,1,17,All Levels,1.5 hours,Business Finance
1060,Digital Photo Manipulation Art And Cover Design In PhotoShop,True,50,721,7,35,Beginner Level,5 hours,Graphic Design
2600,Mike G's Beginner Drum Course: Part 2,True,40,305,0,23,All Levels,2.5 hours,Musical Instruments
61,A Beginner's Guide to the Meteor JavaScript Framework,True,50,898,132,40,Beginner Level,2 hours,Web Development
1881,"Intro. to Asset-Backed Securities, CFA Level I,  2017 Prep",True,20,1,0,13,All Levels,3 hours,Business Finance
3575,Web Security: Common Vulnerabilities And Their Mitigation,True,50,1547,30,56,All Levels,8 hours,Web Development
3031,Rockabilly Guitar For Beginners,True,40,475,125,36,Beginner Level,2 hours,Musical Instruments
1170,"Erfolgreich als Signalgeber/in, per Social- und Copytrading",True,60,1,1,33,All Levels,6 hours,Business Finance
543,Blues School! A Course For Beginners in Blues Piano & Improv,True,120,326,44,54,All Levels,3 hours,Musical Instruments
2625,MQL4 Bootcamp Tutorial- Trading Robot Coding in Metatrader4,True,20,313,14,25,Beginner Level,1 hour,Business Finance
2622,Most Wanted Flat Design Techniques #2: Hipster Businessman,True,95,1016,5,25,Intermediate Level,1.5 hours,Graphic Design
3180,Successful Day Trading with Fibonacci,True,200,869,135,11,All Levels,2 hours,Business Finance
1067,Discover the 7 Secrets to Figure Drawing: Draw Awesome ...,True,40,2634,92,25,All Levels,10 hours,Graphic Design
1873,Intro to Financial Statement Audits,True,50,1,0,9,Intermediate Level,1.5 hours,Business Finance
3531,Value Investing For Beginners,True,100,801,48,25,Beginner Level,2.5 hours,Business Finance
1161,Email Marketing: Send Unlimited Emails via Own Mail Server,True,35,3539,43,20,Beginner Level,1 hour,Web Development
1325,Forex how traders beat the markest with little experience,True,100,0,0,16,All Levels,1 hour,Business Finance
1331,Forex Prep Academy for Beginners-Real trades!,True,75,1303,21,44,Beginner Level,3 hours,Business Finance
2566,Mastering Magento,True,85,1063,101,40,All Levels,3.5 hours,Web Development
1343,FOREX TRADING - Learn in a quick + profitable way + support,True,100,271,48,47,All Levels,3.5 hours,Business Finance
1075,Dive Into Docker: The Docker Course for Developers,False,Free,6437,313,22,Beginner Level,1.5 hours,Web Development
3328,The Cuckoo Strategy to get European Funding,True,160,0,0,6,All Levels,1 hour,Business Finance
1838,Instant Harmonica - play Summertime + Drunken Sailor now!,True,40,26,2,20,All Levels,1.5 hours,Musical Instruments
1497,Guitar for Music Educators: Learning How to Teach Guitar,True,20,32,3,22,Beginner Level,1.5 hours,Musical Instruments
3628,WordPress Plugins and Widgets,True,40,8711,29,12,Beginner Level,1 hour,Web Development
535,Blues Guitar Lessons - Volume 1 - Blues Shuffle Essentials,True,45,198,21,15,All Levels,2.5 hours,Musical Instruments
1115,Drupal for Beginners,True,30,1478,18,83,Beginner Level,5 hours,Web Development
3470,Twitter Bootstrap 2 for Beginners,True,20,2388,139,12,Beginner Level,1 hour,Web Development
2962,Quantitative Trading Analysis with Python,True,50,256,17,49,All Levels,5.5 hours,Business Finance
89,ABC do Photoshop CC,True,45,431,99,80,Beginner Level,7.5 hours,Graphic Design
3411,Trading con retrocesos de Fibonacci,True,25,14,4,15,All Levels,2.5 hours,Business Finance
2911,Professional Risk Manager (PRM) Certification: Level 3,True,50,55,5,22,All Levels,12.5 hours,Business Finance
1278,Finanzielle Unabhängigkeit-1: Erste Schritte zur Million,True,20,465,51,28,Beginner Level,1 hour,Business Finance
2493,Make tech circles in Adobe Illustrator in 30 minutes,True,200,821,15,5,All Levels,32 mins,Graphic Design
2204,Learn How to Profit In Forex With Market Rhythms,True,20,85,5,17,All Levels,1.5 hours,Business Finance
843,Corel Draw x7,True,20,164,43,62,All Levels,12 hours,Graphic Design
2564,Mastering JavaScript,True,95,694,39,39,Expert Level,4 hours,Web Development
412,Basic Technical Analysis: Learn the structure of the market,True,20,4919,79,16,Beginner Level,1.5 hours,Business Finance
3421,Trading Inside Bars - Master 1 Easy Pattern To Be Successful,True,125,2996,200,23,Intermediate Level,2 hours,Business Finance
3443,Trading: Basics of Trading for Beginners,True,140,1309,4,20,Beginner Level,1.5 hours,Business Finance
775,Codeless Website Development with Adobe Muse,True,50,461,67,46,All Levels,3.5 hours,Web Development
791,Complete AJAX Course: Learn AJAX Techniques Using Bootstrap,True,195,12368,89,26,All Levels,3.5 hours,Web Development
3095,Six Stage Negotiation,True,30,1,0,21,All Levels,2.5 hours,Business Finance
3080,Si eres nuevo en Photoshop...Este es tu curso Nº1,True,20,13,3,22,Beginner Level,2 hours,Graphic Design
2120,Learn and Understand React,True,30,4848,105,123,All Levels,16.5 hours,Web Development
